listing_id,high,medium,low
7142618,0.11472504643,0.419524078864,0.465750874706
7210040,0.244770840448,0.459944071711,0.295285087841
7103890,0.0173457212924,0.100252942628,0.882401336079
7143442,0.0449550943561,0.271178111181,0.683866794463
6860601,0.0279553543162,0.215962007013,0.756082638671
6840081,0.0117154711789,0.0370289536479,0.951255575173
6922337,0.0544935174984,0.243807836891,0.701698645611
6913616,0.193854676979,0.483107629716,0.323037693304
6937820,0.146097503811,0.375019103945,0.478883392244
6893933,0.0373330231683,0.259975327162,0.70269164967
6832604,0.00721199348234,0.0261759630263,0.966612043491
6915282,0.133438100696,0.451176076659,0.415385822646
7127565,0.0667297690017,0.177500150498,0.7557700805
6827899,0.0183240305529,0.0642387062705,0.917437263177
6934855,0.00757293757718,0.0315945696357,0.960832492787
6861826,0.0356944974324,0.217267443808,0.747038058759
6871643,0.060213972784,0.292215482785,0.647570544431
6842542,0.00237052467606,0.0220851308404,0.975544344484
6934145,0.0258732428774,0.118136267749,0.855990489373
6829365,0.142859266443,0.494917668843,0.362223064713
7167858,0.0874683714702,0.280986571728,0.631545056802
6859483,0.0281920003997,0.201660337589,0.770147662011
6861377,0.0554268151464,0.270748883173,0.67382430168
6848960,0.121560052685,0.46898053916,0.409459408156
6918850,0.0399364383836,0.237616057617,0.722447503999
6916867,0.272346613618,0.432231395137,0.295421991246
6895840,0.0470477369193,0.187096518743,0.765855744338
6813539,0.456284719976,0.247846360128,0.295868919896
7116900,0.044464909429,0.324396234223,0.631138856348
6890328,0.164588345072,0.184643938582,0.650767716347
6879406,0.233719125669,0.265844201047,0.500436673284
6824924,0.0659603316194,0.298053654757,0.635986013623
6911302,0.134080303323,0.196444161825,0.669475534852
6918742,0.246885869247,0.443474315907,0.309639814846
6910586,0.0173936936936,0.121131154789,0.861475151517
6821750,0.0250794228346,0.119642921459,0.855277655707
6860647,0.0910320904488,0.407951458737,0.501016450815
6932873,0.0640797263168,0.70288273439,0.233037539293
6846053,0.0134037550772,0.0482112102101,0.938385034713
6940365,0.0459959876992,0.153286362761,0.80071764954
6931867,0.0231799174481,0.229787146944,0.747032935608
6876383,0.138404807906,0.165242529913,0.696352662181
6910980,0.154146971656,0.377544248815,0.468308779529
6880877,0.116582832202,0.32790013042,0.555517037378
6839552,0.109222137837,0.348915499544,0.541862362619
6838051,0.24508431271,0.483426275532,0.271489411758
6928201,0.769654881167,0.176832362838,0.0535127559948
6945608,0.144336808924,0.534887682382,0.320775508694
6816147,0.0881416540107,0.270591088317,0.641267257672
6868129,0.076003449089,0.341655808254,0.582340742657
6849448,0.0520752104903,0.225505742231,0.722419047279
7113677,0.134275195412,0.410798708072,0.454926096516
6930856,0.0104982302284,0.101095067429,0.888406702342
6889594,0.0851599622723,0.303718259429,0.611121778298
6842682,0.03135374693,0.122515218045,0.846131035025
6880366,0.189900376101,0.453583870263,0.356515753636
6835063,0.00817721061644,0.0204126628319,0.971410126552
6820479,0.338777316442,0.265905560919,0.395317122639
6882057,0.0265634291989,0.166531327892,0.806905242909
6834440,0.0817172891482,0.329094547479,0.589188163373
6880846,0.00200945820435,0.00855257043087,0.989437971365
6847248,0.00701561832709,0.0359364249029,0.95704795677
6868368,0.0226483440549,0.064087764087,0.913263891858
6943505,0.0547281819041,0.256262852794,0.689008965302
7174304,0.0191699223874,0.0725408298423,0.90828924777
6880747,0.0270754180986,0.12215996667,0.850764615231
6933565,0.123196294702,0.335993324932,0.540810380366
6888511,0.00306422809111,0.00975685129289,0.987178920616
6942704,0.128469195178,0.46228670626,0.409244098562
6840304,0.131200407108,0.459151930487,0.409647662405
6856860,0.018373718431,0.0872615292204,0.894364752349
6884921,0.00275605543866,0.0176344565977,0.979609487964
6937417,0.0105256516675,0.0827380640949,0.906736284238
6831129,0.00588355856926,0.0166598083093,0.977456633121
6936660,0.133029706789,0.338717576382,0.528252716829
6940667,0.0177784612501,0.0951301644843,0.887091374266
7201307,0.00988400172419,0.0197997985304,0.970316199745
6825434,0.0233683025835,0.214369954417,0.762261743
6848114,0.0821428638664,0.196142909104,0.72171422703
6947758,0.762758187936,0.162975573137,0.0742662389263
6897002,0.212283080569,0.434823782644,0.352893136786
6926661,0.00778126493089,0.0614956240979,0.930723110971
6867411,0.125231796854,0.4705860475,0.404182155646
6910154,0.0244987061297,0.175596799744,0.799904494126
7157900,0.0715588155882,0.36280247019,0.565638714222
6922324,0.0462205710119,0.331944576591,0.621834852397
6863068,0.00600675261774,0.0549484209365,0.939044826446
6912109,0.0439316982246,0.275107750709,0.680960551066
6918609,0.0385528697301,0.218296444843,0.743150685427
6889300,0.128949782769,0.395455392779,0.475594824452
6837794,0.0724877915132,0.310804989296,0.616707219191
6943098,0.335766369062,0.418211517031,0.246022113907
6927601,0.116384531938,0.315674202679,0.567941265383
6897826,0.00785475376199,0.0474285884561,0.944716657782
6882892,0.00522243609544,0.0328481505472,0.961929413357
6873384,0.4398555223,0.425720929055,0.134423548646
6934693,0.0239746443991,0.0854520626972,0.890573292904
7224450,0.0483861039599,0.282020222265,0.669593673775
6898157,0.00550953276123,0.0405293242326,0.953961143006
6837355,0.00643142062486,0.0540122246945,0.939556354681
6830595,0.198596442606,0.426610058814,0.37479349858
6943561,0.224292909999,0.488775169981,0.28693192002
6844380,0.173440347172,0.470638906976,0.355920745852
6814286,0.0215890256284,0.133219947449,0.845191026923
6898520,0.123641736837,0.483129522358,0.393228740805
6940979,0.161619817174,0.444270708872,0.394109473953
6851090,0.199934641321,0.239292039256,0.560773319423
7107169,0.0257671361323,0.206595892648,0.76763697122
6830287,0.0590558512202,0.263744587338,0.677199561442
6933575,0.180120925212,0.519442789445,0.300436285343
6938972,0.109943390753,0.298615136833,0.591441472414
6888315,0.00286552467888,0.021937944141,0.97519653118
6855106,0.0253454711464,0.209295635135,0.765358893718
6838237,0.151936408745,0.370612529263,0.477451061992
6901024,0.121873618751,0.390791378102,0.487335003147
6846627,0.0165788528457,0.0575786261632,0.925842520991
7219857,0.00254329877676,0.0204722908629,0.97698441036
6852685,0.0611487251874,0.350614344118,0.588236930695
6831610,0.0501845595158,0.444728737703,0.505086702782
6943538,0.12045258743,0.550702168471,0.328845244099
6911637,0.00292895975541,0.0112456715557,0.985825368689
6854543,0.0172336845893,0.0951248475277,0.887641467883
6940451,0.0925281344469,0.424746217611,0.482725647942
6819530,0.191504595238,0.454216172739,0.354279232023
7093396,0.049844298328,0.288833577538,0.661322124134
6840326,0.0349685126366,0.101101645647,0.863929841717
6834204,0.0155196145445,0.0657895504659,0.91869083499
